Team,Matches_Played,Points,Predicted_Points_Per_Match,Predicted_Season_Points,Performance_Target,Historical_Seasons,Total_Performance_Impact,Gap_to_Top_6,Gap_to_Top_5,Gap_to_Champion,Shots_On_Target_Per_Match_Current,Shot_Conversion_Percentage_Current,Fouls_Per_Match_Current,Yellow_Cards_Per_Match_Current,Red_Cards_Per_Match_Current,xG_Difference_Per_Match_Current,Shots_On_Target_Per_Match_Historical,Shot_Conversion_Percentage_Historical,Fouls_Per_Match_Historical,Yellow_Cards_Per_Match_Historical,Red_Cards_Per_Match_Historical,xG_Difference_Per_Match_Historical,Shots_On_Target_Per_Match_Difference,Shot_Conversion_Percentage_Difference,Fouls_Per_Match_Difference,Yellow_Cards_Per_Match_Difference,Red_Cards_Per_Match_Difference,xG_Difference_Per_Match_Difference,Biggest_Positive_Factor,Positive_Impact,Biggest_Negative_Factor,Negative_Impact,Recommendation
Nott'm Forest,4,5,1.317411219342963,50.06162633503259,Below Historical Qualification Targets,4.0,0.1222037824108751,12.938373664967408,16.938373664967408,41.93837366496741,3.5,6.896551724137931,15.75,2.75,0.0,0.7117533563869072,3.868421052631579,10.950465855306591,10.99342105263158,2.0,0.0328947368421052,-0.3417763157894736,-0.3684210526315787,-4.053914131168662,4.756578947368421,0.75,-0.0328947368421052,1.053529672176381,xG_Difference_Per_Match,0.4770321296675832,Shot_Conversion_Percentage,-0.2063642037709872,Improve finishing efficiency and convert a higher proportion of shots into goals.
Newcastle,4,5,1.132510558490007,43.035401222620266,Below Historical Qualification Targets,9.0,-0.2472062854207571,19.964598777379734,23.964598777379734,48.964598777379734,3.25,17.94871794871795,14.25,2.75,0.0,-1.0003775777295227,4.307017543859649,11.139877523881974,10.383040935672517,1.6900584795321638,0.0467836257309941,-0.0447953216374268,-1.057017543859649,6.808840424835974,3.866959064327485,1.0599415204678362,-0.0467836257309941,-0.955582256092096,Shot_Conversion_Percentage,0.3466035262246475,xG_Difference_Per_Match,-0.4326821073339921,Improve the balance between chance creation and chance prevention - either create higher-quality chances or tighten up defensively.
Man United,4,4,1.6719427233932096,63.53382348894196,Top 6 Contender,10.0,0.0593570691258535,0.0,3.4661765110580376,28.46617651105804,5.5,8.333333333333332,11.0,1.5,0.0,0.7203178064664821,5.336842105263157,11.225480243387372,11.155263157894735,1.9131578947368424,0.0473684210526315,0.3494210526315789,0.1631578947368428,-2.8921469100540396,-0.155263157894737,-0.4131578947368421,-0.0473684210526315,0.3708967538349031,xG_Difference_Per_Match,0.1679399005470401,Shot_Conversion_Percentage,-0.1472245279428173,Improve finishing efficiency and convert a higher proportion of shots into goals.
Sunderland,4,4,1.0392906979446277,39.49304652189584,Below Historical Qualification Targets,2.0,0.1526533799601333,23.50695347810416,27.50695347810416,52.50695347810416,4.0,6.122448979591836,12.75,2.75,0.25,0.194456857861951,3.25,9.063225722042326,11.105263157894736,2.052631578947368,0.0921052631578946,-0.64,0.75,-2.940776742450489,1.6447368421052635,0.6973684210526319,0.1578947368421053,0.834456857861951,xG_Difference_Per_Match,0.3778372290163299,Shot_Conversion_Percentage,-0.1497000260212921,Improve finishing efficiency and convert a higher proportion of shots into goals.
Bournemouth,4,3,1.619513717328836,61.54152125849576,Below Historical Qualification Targets,8.0,0.3450119005938651,1.458478741504237,5.458478741504237,30.458478741504237,6.0,10.16949152542373,12.25,3.25,0.0,0.3830785315949467,4.276315789473684,10.776475914300606,10.792763157894736,1.881578947368421,0.0526315789473684,-0.1997368421052631,1.723684210526316,-0.6069843888768762,1.4572368421052635,1.368421052631579,-0.0526315789473684,0.58281537370021,xG_Difference_Per_Match,0.2638954234149689,Fouls_Per_Match,-0.0440288874216432,Reduce unnecessary fouls and improve defensive discipline.
Crystal Palace,4,3,1.1815076494932504,44.89729068074352,Below Historical Qualification Targets,10.0,-0.0691585917817055,18.102709319256483,22.102709319256483,47.10270931925648,3.5,14.634146341463412,9.0,0.75,0.25,-0.5972097173798829,3.855263157894737,10.447613262115231,11.173684210526316,1.8,0.0473684210526315,-0.129657894736842,-0.3552631578947371,4.186533079348182,-2.173684210526316,-1.05,0.2026315789473684,-0.4675518226430408,Shot_Conversion_Percentage,0.2131151616750025,xG_Difference_Per_Match,-0.2117047555239898,Improve the balance between chance creation and chance prevention - either create higher-quality chances or tighten up defensively.
Tottenham,4,2,0.2560810523156227,9.731079987993663,Below Historical Qualification Targets,10.0,-1.3981370970952582,53.26892001200633,57.26892001200633,82.26892001200633,3.0,0.0,14.25,1.0,0.0,-0.8585266986628992,5.121052631578947,13.039100021110016,11.042105263157897,1.85,0.0578947368421052,0.2763157894736842,-2.121052631578947,-13.039100021110016,3.207894736842105,-0.8500000000000001,-0.0578947368421052,-1.1348424881365835,Red_Cards_Per_Match,0.0301757963537709,Shot_Conversion_Percentage,-0.66375443748507,Improve finishing efficiency and convert a higher proportion of shots into goals.
Fulham,4,1,0.9300617953486334,35.34234822324807,Below Historical Qualification Targets,6.0,-0.1712007788160062,27.657651776751933,31.657651776751933,56.65765177675193,4.0,6.666666666666667,10.25,1.25,0.0,-0.5447779519017786,4.048245614035087,9.595103657005156,11.175438596491228,1.9561403508771928,0.0570175438596491,-0.3843859649122808,-0.0482456140350873,-2.928436990338489,-0.9254385964912276,-0.7061403508771928,-0.0570175438596491,-0.1603919869894978,Red_Cards_Per_Match,0.0297185873181077,Shot_Conversion_Percentage,-0.1490718718382162,Improve finishing efficiency and convert a higher proportion of shots into goals.
Aston Villa,4,1,0.0052749895712838,0.2004496037087846,Below Historical Qualification Targets,7.0,-1.3697558825469571,62.79955039629122,66.79955039629121,91.7995503962912,1.5,3.0303030303030303,11.0,2.0,0.25,-1.4609882817603648,4.43609022556391,11.62086122670534,10.924812030075188,1.924812030075188,0.0526315789473684,-0.089172932330827,-2.93609022556391,-8.59055819640231,0.0751879699248121,0.0751879699248121,0.1973684210526316,-1.3718153494295378,Yellow_Cards_Per_Match,0.0004035332263961,xG_Difference_Per_Match,-0.6211500396540262,Improve the balance between chance creation and chance prevention - either create higher-quality chances or tighten up defensively.
Coventry,4,0,0.2433338056494769,9.246684614680124,Below Historical Qualification Targets,0.0,-1.1404819838242075,53.75331538531988,57.75331538531988,82.75331538531988,3.25,0.0,12.5,1.0,0.25,-0.7545179405715314,4.395789473684211,11.010045996359748,10.73315789473684,1.7532894736842104,0.0574999999999999,9.210526315801547e-06,-1.1457894736842107,-11.010045996359748,1.7668421052631589,-0.7532894736842104,0.1925,-0.7545271510978472,,0.0,Shot_Conversion_Percentage,-0.5604655900458676,Improve finishing efficiency and convert a higher proportion of shots into goals.
